1,10,25
2,7,25
3,1,24
4,9,25
5,12,25
6,12,24
7,18,25
8,13,25
9,13,25
10,4,25
11,8,24
12,15,24
13,1,25
14,12,25
15,13,25
16,10,25
17,17,25
18,4,24
19,2,24
20,19,24
21,6,24
22,10,24
23,8,24
24,14,25
97,5,24
98,10,25
99,6,24
100,8,24
101,12,25
102,19,24
103,3,25
104,18,25
105,1,25
106,14,25
107,2,25
108,9,25
109,1,24
110,8,25
111,17,25
112,2,24
113,11,24
114,9,25
115,12,24
116,13,24
117,1,24
118,9,25
119,17,25
120,13,25
121,16,25
122,3,24
123,11,24
124,10,24
125,10,25
126,1,24
127,2,24
128,18,24
129,12,25
130,7,24
131,7,25
132,16,25
133,16,25
134,15,24
135,13,24
136,8,24
137,10,25
138,3,25
139,16,25
140,12,25
141,4,24
142,2,25
143,9,24
144,2,25
145,9,25
146,14,25
147,15,24
148,17,24
149,13,24
150,8,25
151,7,24
152,7,25
153,17,25
154,16,24
155,17,24
156,12,25
157,1,25
158,17,24
159,19,24
160,7,25
161,17,25
162,11,25
163,12,25
164,13,25
165,16,24
166,1,24
167,15,25
168,15,24
169,12,24
170,5,24
171,7,24
172,7,25
173,9,24
174,7,24
175,12,25
176,12,24
177,4,25
178,9,24
179,19,25
180,9,24
181,1,24
182,2,25
183,16,24
184,2,25
185,14,25
186,18,25
187,8,24
188,10,24
189,15,25
190,10,25
191,17,24
192,8,25
193,19,25
194,19,24
195,11,25
196,1,24
197,10,24
198,1,25
199,8,25
200,12,25
201,9,24
202,11,25
203,1,25
204,18,25
205,4,24
206,9,25
207,16,24
208,13,24
209,3,25
210,4,24
211,14,24
212,7,24
213,19,24
214,7,24
215,18,24
216,6,24
217,15,25
218,10,25
219,16,25
220,4,25
221,16,24
222,17,25
223,11,24
224,9,24
225,11,24
226,14,25
227,3,24
228,11,24
229,1,25
230,4,24
231,13,24
232,7,24
233,1,24
234,8,24
235,5,24
236,5,25
237,9,25
238,13,24
239,6,24
240,17,25
241,13,25
242,5,24
243,9,25
244,19,25
245,15,25
246,1,24
247,16,25
248,13,24
249,15,24
250,3,24
251,13,25
252,6,25
253,17,24
254,14,25
255,13,25
256,12,25
257,3,25
258,12,25
259,1,25
260,2,24
261,8,25
262,17,25
263,1,25
264,8,25
265,5,25
266,11,24
267,13,25
268,17,25
269,18,24
270,16,25
271,7,24
272,6,24
273,17,25
274,3,24
275,17,25
276,17,25
277,9,24
278,7,25
279,13,25
280,2,25
281,13,25
282,6,25
283,18,25
284,12,24
285,2,24
286,10,24
287,5,25
288,1,24
289,10,25
290,11,24
291,4,25
292,12,24
293,3,25
294,15,25
295,16,24
296,13,24
297,2,24
298,9,24
299,16,25
300,10,24
301,12,25
302,4,25
303,2,24
304,9,25
305,19,25
306,17,24
307,15,25
308,4,25
309,4,25
310,6,24
311,12,24
312,19,25
313,19,25
314,16,24
315,14,24
316,5,25
317,2,25
318,4,24
319,5,25
320,11,25
321,5,25
322,4,24
323,19,24
324,6,24
325,5,24
326,3,24
327,8,24
328,6,24
329,5,25
330,3,25
331,6,24
332,4,25
333,7,24
334,19,25
335,15,24
336,13,24
337,2,24
338,18,24
339,7,25
340,8,24
341,8,24
342,7,25
343,19,24
344,15,25
345,4,24
346,12,24
347,15,25
348,18,25
349,19,24
350,14,24
351,8,25
352,8,25
353,7,24
354,5,24
355,13,24
356,17,25
357,16,24
358,5,25
359,14,24
360,18,24
361,13,25
362,17,24
363,18,25
364,12,25
365,6,25
366,5,25
367,18,24
368,11,25
369,1,25
370,5,25
371,5,24
372,9,25
373,9,25
374,7,25
375,14,24
376,8,24
377,7,25
378,10,24
379,19,24
380,13,24
381,11,25
382,10,24
383,2,25
384,2,25
385,8,24
386,15,25
387,14,24
388,8,24
389,6,25
390,4,25
391,8,25
392,12,24
393,3,25
394,1,25
395,18,24
396,6,25
397,16,24
398,9,25
399,3,25
400,1,25
401,6,24
402,2,25
403,10,25
404,14,25
405,8,25
406,6,25
407,2,25
408,11,24
409,5,25
410,19,24
411,19,25
412,2,25
413,4,24
414,19,24
415,12,24
416,6,24
417,14,25
418,14,24
419,3,24
420,8,24
421,3,25
422,13,24
423,4,25
424,14,25
425,11,24
426,10,25
427,12,24
428,16,24
429,6,24
430,2,25
431,13,24
432,10,24
433,2,24
434,16,25
435,12,25
436,3,25
437,12,25
438,3,25
439,7,24
440,16,25
441,16,25
442,16,24
443,18,25
444,3,24
445,14,24
446,11,24
447,18,25
448,13,25
449,15,24
450,6,24
451,8,25
452,18,25
453,8,25
454,9,24
455,11,24
456,17,25
457,7,25
458,2,24
459,1,25
460,15,25
461,1,25
462,9,24
463,18,24
464,1,24
465,12,25
466,9,25
467,7,24
468,5,24
469,16,24
470,18,25
471,8,24
472,2,24
473,7,25
474,6,25
475,16,25
476,11,25
477,12,24
478,4,25
479,12,25
480,6,24
481,5,24
482,16,25
483,13,24
484,2,25
485,1,24
486,13,24
487,11,25
488,15,25
489,11,25
490,16,25
491,3,25
492,18,24
493,8,25
494,8,24
495,9,24
496,4,25
497,5,24
498,5,24
499,6,24
500,14,24
501,19,25
502,10,25
503,2,24
504,5,25
505,2,24
506,14,25
507,1,25
508,7,24
509,3,24
510,6,24
511,11,24
512,17,25
513,16,24
514,13,25
515,1,25
516,8,25
517,2,24
518,4,24
519,7,24
520,5,25
521,6,25
522,4,25
523,2,25
524,7,24
525,14,25
526,3,25
527,5,25
528,6,25
529,13,24
530,19,24
531,13,25
532,6,25
533,12,24
534,14,24
535,13,24
536,7,25
537,19,24
538,2,24
539,5,25
540,6,24
541,14,24
542,7,25
543,14,24
544,6,25
545,16,25
546,7,24
547,4,25
548,3,25
549,14,24
550,10,25
551,12,24
552,3,24
553,1,25
554,8,24
555,8,25
556,10,24
557,18,25
558,6,24
559,10,25
560,13,24
561,7,25
562,14,24
563,19,25
564,5,24
565,12,24
566,2,24
567,12,25
568,1,25
569,14,24
570,4,25
571,16,24
572,2,25
573,19,24
574,6,24
575,9,24
576,8,24
577,7,24
578,11,24
579,14,24
580,8,24
581,6,24
582,11,24
583,10,25
584,2,24
585,1,25
586,12,25
587,19,24
588,19,24
589,17,25
590,12,24
591,19,25
592,5,25
593,17,25
594,13,25
595,6,24
596,18,24
597,4,24
598,17,25
599,18,24
600,14,24
601,13,24
602,13,24
603,12,24
604,16,24
605,12,25
606,17,24
607,10,24
608,5,25
609,15,25
610,17,24
611,17,25
612,12,25
613,15,24
614,13,25
615,12,24
616,8,24
617,6,25
618,6,24
619,15,24
620,1,25
621,3,25
622,4,25
623,1,25
624,16,24
625,13,25
626,18,25
627,11,25
628,8,24
629,6,24
630,15,24
631,2,24
632,11,25
633,14,25
634,11,25
635,2,25
636,4,24
637,11,24
638,6,25
639,13,24
640,1,25
641,17,25
642,1,25
643,10,24
644,9,24
645,13,25
646,17,25
647,1,25
648,15,25
649,16,25
650,3,24
651,1,24
652,1,24
653,17,25
654,16,25
655,10,24
656,9,25
657,13,25
658,7,25
659,9,24
660,19,25
661,4,24
662,17,24
663,15,25
664,19,25
665,18,25
666,9,25
667,9,24
668,2,25
669,19,24
670,17,24
671,14,24
672,12,24
673,1,24
674,13,25
675,12,25
676,7,24
677,2,24
678,11,25
679,2,24
680,13,25
681,4,24
682,9,25
683,11,24
684,19,25
685,15,25
686,9,24
687,7,24
688,3,25
689,19,24
690,2,25
691,19,24
692,16,24
693,3,24
694,6,24
695,15,25
696,2,24
697,5,25
698,12,24
699,12,25
700,16,25
701,16,25
702,12,24
703,11,25
704,19,25
705,7,24
706,2,25
707,1,25
708,7,25
709,5,25
710,11,24
711,4,24
712,12,25
713,5,25
714,3,24
715,10,25
716,10,24
717,17,25
718,3,24
719,19,25
720,13,25
721,2,24
722,4,24
723,14,25
724,12,25
725,11,24
726,1,25
727,14,25
728,6,24
729,11,24
730,10,25
731,6,24
732,6,25
733,19,24
734,9,25
735,10,24
736,7,24
737,14,24
738,10,24
739,2,24
740,16,24
741,14,25
742,10,24
743,4,25
744,1,25
745,10,24
746,11,25
747,19,25
748,12,24
749,14,25
750,3,24
751,19,25
752,2,25
753,17,25
754,8,24
755,11,25
756,8,24
757,18,25
758,5,24
759,9,25
760,11,25
761,17,24
762,16,25
763,18,25
764,15,25
765,14,24
766,15,25
767,15,24
768,17,24
769,17,24
770,17,25
771,9,25
772,13,24
773,14,25
774,12,25
775,12,24
776,13,24
777,17,24
778,11,25
779,14,24
780,1,25
781,10,24
782,18,24
783,8,25
784,10,25
785,2,25
786,11,25
787,11,24
788,8,25
789,10,24
790,13,24
791,5,24
792,12,25
793,19,24
794,12,25
795,15,24
796,13,25
797,5,25
798,16,25
799,18,25
800,10,25
801,13,24
802,8,25
803,19,25
804,4,25
805,1,24
806,14,25
807,13,24
808,4,24
809,9,24
810,12,25
811,15,25
812,10,25
813,15,25
814,3,24
815,15,25
816,6,25
817,19,25
818,11,24
819,17,24
820,5,24
821,3,24
822,4,24
823,12,24
824,6,25
825,15,24
826,7,24
827,18,25
828,2,25
829,9,24
830,8,24
831,11,25
832,14,25
833,15,24
834,2,25
835,4,24
836,19,25
837,18,24
838,1,24
839,18,25
840,4,25
841,15,25
842,1,24
843,12,24
844,7,24
845,11,24
846,1,24
847,10,25
848,4,24
849,17,25
850,12,24
851,18,24
852,2,25
853,18,24
854,19,24
855,9,24
856,13,25
857,2,25
858,7,24
859,2,24
860,9,24
861,11,24
862,11,24
863,3,25
864,14,24
865,9,24
866,4,24
867,15,24
868,10,24
869,14,24
870,11,25
871,9,24
872,8,25
873,9,25
874,7,24
875,15,24
876,11,24
877,14,24
878,14,25
879,3,24
880,1,25
881,18,25
882,13,25
883,19,25
884,8,24
885,19,25
886,13,25
887,14,24
888,10,25
889,17,25
890,5,24
891,9,25
892,9,24
893,5,24
894,12,24
895,3,24
896,13,24
897,6,25
898,5,24
899,13,25
900,12,24
901,15,25
902,6,25
903,11,24
904,8,25
905,12,25
906,15,25
907,5,25
908,1,25
909,13,25
910,1,24
911,4,25
912,10,24
913,7,24
914,3,25
915,18,24
916,4,24
917,10,24
918,2,24
919,15,24
920,12,24
921,3,24
922,19,24
923,16,25
924,11,25
925,13,25
926,1,24
927,1,24
928,9,24
929,6,24
930,2,24
931,4,25
932,3,25
933,11,24
934,5,24
935,5,24
936,10,24
937,15,24
938,17,25
939,11,24
940,5,25
941,4,25
942,2,24
943,19,25
944,18,24
945,8,25
946,7,25
947,11,25
948,1,24
949,16,24
950,10,25
951,19,24
952,16,24
953,7,25
954,5,24
955,11,24
956,16,25
957,14,24
958,6,25
959,16,24
960,5,24
961,15,25
962,12,24
963,15,24
964,10,24
965,3,25
966,18,24
967,19,24
968,18,24
969,14,25
970,13,25
971,9,24
972,8,24
973,3,24
974,8,24
975,19,24
976,1,25
977,3,25
978,8,25
979,19,25
980,8,24
981,19,25
982,11,24
983,5,24
984,12,25
985,7,24
986,18,24
987,17,25
988,15,24
989,13,25
990,11,25
991,11,24
992,16,25
993,2,24
994,3,25
995,10,25
996,5,25
997,4,24
998,4,25
999,11,24
1000,6,25
1001,2,24
1002,8,25
1003,5,25
1004,6,24
1005,8,25
1006,16,25
1007,13,24
1008,4,24
1009,17,24
1010,2,24
1011,19,25
1012,18,25
1013,8,24
1014,19,25
1015,5,24
1016,14,25
1017,17,24
1018,3,25
1019,15,24
1020,1,25
1021,6,24
1022,2,24
1023,4,25
1024,9,24
1025,10,24
1026,9,24
1027,8,24
1028,9,24
1029,10,25
1030,11,25
1031,6,24
1032,2,25
1033,19,24
1034,6,25
1035,7,25
1036,5,25
1037,11,24
1038,5,24
1039,6,24
1040,14,25
1041,7,24
1042,8,24
1043,9,24
1044,17,25
1045,16,24
1046,19,24
1047,14,24
1048,15,24
1049,5,24
1050,19,25
1051,8,25
1052,6,25
1053,6,24
1054,14,25
1055,10,24
1056,14,25
1057,2,24
1058,11,25
1059,16,24
1060,4,25
1061,11,24
1062,8,24
1063,10,25
1064,8,24
1065,19,24
1066,1,25
1067,5,25
1068,8,25
1069,18,25
1070,3,25
1071,8,24
1072,18,25
1073,2,25
1074,14,24
1075,16,24
1076,4,25
1077,13,24
1078,11,25
1079,19,25
1080,12,24
1081,13,24
1082,18,24
1083,17,25
1084,11,25
1085,15,24
1086,19,24
1087,18,25
1088,2,25
1089,12,25
1090,8,24
1091,2,24
1092,15,24
1093,4,25
1094,1,25
1095,2,25
1096,4,25
1097,18,24
1098,13,25
1099,18,24
1100,17,24
1101,5,24
1102,11,25
1103,6,24
1104,10,24
1105,13,24
1106,18,25
1107,16,25
1108,17,25
1109,2,25
1110,12,24
1111,16,24
1112,1,24
1113,13,25
1114,11,24
1115,6,25
1116,10,24
1117,17,25
1118,10,25
1119,16,24
1120,15,24
1121,18,25
1122,8,25
1123,2,24
1124,18,25
1125,1,24
1126,19,24
1127,5,24
1128,11,25
1129,2,25
1130,19,25
1131,10,24
1132,3,24
1133,6,24
1134,1,24
1135,1,24
1136,15,25
1137,3,24
1138,17,24
1139,16,25
1140,16,25
1141,2,24
1142,12,25
1143,19,25
1144,4,24
1145,7,25
1146,11,25
1147,6,24
1148,9,24
1149,7,24
